uuid,poll_uuid,option_text,created_at,updated_at
b1ce0647-e801-4cf9-a77a-1cb5bcd2dafa,0b2c780c-4bc1-4af5-88d3-ec3fc4d85066,velit eu est congue elementum in hac habitasse platea,8/31/2025,8/31/2025
31e79c52-df03-4cbf-97fa-6aa4d09efbb3,bb0eaf64-897c-4dec-addb-f65d67d4d651,in quam fringilla rhoncus mauris enim,8/31/2025,8/31/2025
ba62ea69-4854-4176-bb00-89c5e8a6f879,4e637e32-2baa-42a5-9a82-bfa336af9bfe,id sapien in sapien iaculis congue vivamus metus,8/31/2025,8/31/2025
93dc9a44-8f01-4716-88a5-0189355bc8e3,70f0ce5e-f4db-406a-ade6-75141520eff0,a nibh,8/31/2025,8/31/2025
7b62a4d5-e9d4-4c06-87cf-9b562022f505,46d5d8bb-06ed-4540-a42f-242d2f7808f1,nulla,8/31/2025,8/31/2025
ecf05ffe-29d9-41db-909b-01779d9aff84,c43479a2-91e4-4e3d-b111-92f8ecb0793f,vel augue vestibulum rutrum,8/31/2025,8/31/2025
83a42059-c524-469f-bc90-bc1b608fb22b,e40206cc-f213-44f1-afb2-e51a6c32516d,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,8/31/2025,8/31/2025
ce18d1c6-5aee-4665-802d-0950f1f6833e,7c8a0187-9e44-4354-b474-a31c77f1284f,leo maecenas pulvinar lobortis est phasellus,8/31/2025,8/31/2025
44e45eba-fb8c-48ee-a2f6-d046a1cc939d,bceb758e-54b5-4351-855c-16b308bfa66d,tincidunt eget tempus vel pede morbi porttitor,8/31/2025,8/31/2025
a91f19a8-47f8-40a7-99d0-d7af4545ce54,76c89f88-952d-4647-8850-ad9b4a90026d,in porttitor pede justo eu,8/31/2025,8/31/2025
6da25af3-bf02-48a2-8ebe-8a6d0d48aa3c,470f0718-b019-4bb4-a10e-23f978b6b426,quisque erat eros viverra eget congue eget semper rutrum,8/31/2025,8/31/2025
69fec6bf-747b-4579-8cf8-9450e05f1f6c,a41f0b51-563e-47bb-ac1b-931b82404adc,turpis eget elit sodales scelerisque mauris sit amet eros,8/31/2025,8/31/2025
46f9a7cf-71ae-4cf6-8c8f-c86b6d5033f0,63b86d11-4d5e-467b-b158-768037b0e8ac,a ipsum,8/31/2025,8/31/2025
f0a57fec-5cf4-4f53-bab8-ae765d0ee261,c6527403-23e9-4542-b517-18de56d188d3,sit amet eleifend pede,8/31/2025,8/31/2025
bdc2a726-41e2-4f0d-86c9-0230086495b5,5b8e308a-b1c6-403d-bcdd-123b044e685d,turpis adipiscing lorem,8/31/2025,8/31/2025
80abe0ea-908e-4ebd-8e7b-083d5a019012,3528c3b5-5aa5-47de-a34f-1400ac2b189b,rhoncus sed vestibulum,8/31/2025,8/31/2025
13925046-d0aa-4351-8254-176abbd7cd0e,85db5e88-1ff0-4b37-833c-f8c177212608,neque sapien,8/31/2025,8/31/2025
feabf8e2-0ab2-4800-b769-e2f603096867,0b2baad3-bd0a-42b8-b4ac-1fb7307cec56,dui vel nisl,8/31/2025,8/31/2025
ad753764-072e-426c-854e-e3d05595dd2a,c77507d7-69cf-4bfe-aa3b-02cb5417dc48,mauris eget massa tempor,8/31/2025,8/31/2025
445dc35c-4e27-4bcb-9bed-3fb3207f58a9,8d762cde-6230-4183-9bce-b2a64882326f,sed nisl nunc rhoncus dui vel sem sed sagittis,8/31/2025,8/31/2025
d2ced4c8-0eab-4696-a985-957c5c8b17e1,9c6bda16-80ef-4a11-ac61-8b703f344946,nisi nam ultrices libero non mattis,8/31/2025,8/31/2025
57fc09de-4d58-4a2c-afa8-971c0ad4f582,635edbb5-aed8-475f-be72-e7bda1ff42b8,pulvinar,8/31/2025,8/31/2025
b607d52c-e9d0-4044-bd65-dacc0bce0ee2,da545dc3-4fa6-4142-a759-373ff6fd2a53,molestie nibh in lectus pellentesque at nulla suspendisse,8/31/2025,8/31/2025
bad58a73-9d78-4f2c-b717-56220654c3a4,2e1b0d12-057c-464f-bd78-a3b619d868b8,nibh fusce lacus purus aliquet,8/31/2025,8/31/2025
e2174d88-775d-444e-9d1e-0d258d5e6bfe,cde9a7ca-c8fd-42bc-bbfa-f51ccca05e41,elementum eu interdum,8/31/2025,8/31/2025
a831ca30-47fd-4d34-ad12-f32a6aa3b9cf,fffcfe0a-1283-4d23-992a-a5c71344496e,donec,8/31/2025,8/31/2025
fb7f9582-d2ef-42a4-9acf-decb729eb4d2,d7c9e5a6-0ba0-4238-bd80-425cf1646962,dui vel nisl duis ac nibh fusce lacus,8/31/2025,8/31/2025
eefa1fd4-849a-4ea4-a5fc-6e58470ca1b4,95c818e5-51c7-405c-87d9-a5dbbca37e4d,nisl,8/31/2025,8/31/2025
5adca46a-35ac-4312-a093-618050daccb9,b444319a-2261-4fc3-a98a-b516444f368b,curabitur in libero ut massa volutpat,8/31/2025,8/31/2025
4b522b92-a915-4619-bc9c-bde9abd35685,4fac7aee-079d-4fb1-ab32-87e110f61968,sit amet cursus id turpis integer aliquet,8/31/2025,8/31/2025
4d053eb1-2282-4304-b870-aeae28b64970,0bafbc58-f81a-4834-b83c-620dec858016,dolor sit amet consectetuer adipiscing elit,8/31/2025,8/31/2025
5781a63e-b47e-4fd6-8236-c9a5dfe691f1,dd9584bc-1964-45be-90ca-26df66a7fbe1,neque duis bibendum morbi non quam nec dui luctus rutrum,8/31/2025,8/31/2025
0bb29870-14ee-43b7-b684-61896d1a3240,4e57482a-2692-4280-8f99-46d973236e00,lectus in est,8/31/2025,8/31/2025
61962508-32ef-4798-a9ed-21b608c9cce4,bf35fd46-ab3c-4cc1-8119-309e80534513,diam cras pellentesque volutpat dui maecenas tristique est et,8/31/2025,8/31/2025
47a9a173-e179-4311-b494-f2951c22998c,e75e646c-78cd-4cb8-b9a5-41137f6eca21,in libero ut massa volutpat convallis morbi,8/31/2025,8/31/2025
0807dfd8-06a3-40b0-8ad7-85c1d2ceac61,60a30f74-c212-4889-9c37-597ca7eee3a2,id nulla ultrices aliquet maecenas leo odio condimentum,8/31/2025,8/31/2025
2581faf5-0ed4-465f-9ae9-c6bbe7e11292,fc75f075-3353-450e-8698-6bc5e2fa8a05,rutrum nulla tellus in sagittis dui vel nisl duis ac,8/31/2025,8/31/2025
cabd0c03-a54e-4a6c-b97d-1c8a298f804f,ae7f6bc1-8c4b-4a2a-a527-9e35fa65de90,eros viverra eget congue,8/31/2025,8/31/2025
242dbd98-cf47-49c4-ac5d-a2191b126377,bc95c2ea-b4f7-47a5-9078-a642aae0e17b,vitae consectetuer eget rutrum at lorem integer,8/31/2025,8/31/2025
18d8c3db-7714-4b0a-a2c3-d3cb646e56ff,9104fac8-e611-474f-a25e-e9b66f71583e,est risus auctor sed tristique in,8/31/2025,8/31/2025
8aa90773-5ed4-49ac-b004-b17269782979,d5f75ec5-bf3c-451c-82d5-867943476268,ipsum primis in faucibus,8/31/2025,8/31/2025
ffc77136-ba94-4346-9eac-27c5ca4067c2,0d119c09-48ea-4024-9cb5-19b62923260f,nibh in,8/31/2025,8/31/2025
0149f977-dddb-46d9-8a32-6b3326afce78,6fba1b6b-b045-4985-b552-fc830b749ed5,rutrum at lorem integer tincidunt ante vel,8/31/2025,8/31/2025
f7014342-9cef-4340-af20-a1ae00c4e754,767a4e27-e57b-4be9-865c-a470e63cda68,ante ipsum primis in,8/31/2025,8/31/2025
0af292cc-a4ea-4271-bba4-1839072d97bb,b5059f96-20e5-4040-8a51-c05bff5648c7,dignissim vestibulum vestibulum ante ipsum primis in faucibus,8/31/2025,8/31/2025
2e827629-dba0-4310-a4f0-d6ff083b7f45,1f34e1e9-b193-474f-806b-18c4f4aa6b65,nunc proin at turpis a pede posuere,8/31/2025,8/31/2025
ac418931-8a0b-4680-985a-63d7045cf66c,aa95b5fd-da40-48b0-b5b1-6008f86a8359,leo rhoncus sed,8/31/2025,8/31/2025
b986032b-d9f6-45a0-8ece-52be75c7498b,2467418b-63ad-47b6-bd06-81bf355f1f15,volutpat convallis morbi,8/31/2025,8/31/2025
2d67aa34-466c-4cc9-8735-311a365b995c,d204f4b7-542c-4bcd-880c-183b5ded2e16,vel est donec odio justo,8/31/2025,8/31/2025
96c80292-242b-4a86-b3d9-2f7b648c173c,b0c0f7dc-1a1b-49b4-9c6d-18dbf842a5a5,sapien non mi integer ac neque duis bibendum morbi non,8/31/2025,8/31/2025
e7be5833-a0fe-43df-981a-21ff11158cf6,e754b364-4b00-4ffc-9b3c-8ea492017b1d,condimentum curabitur in libero,8/31/2025,8/31/2025
1464b322-539d-4cf9-98ce-d9273fef37cf,3e7bab33-8b86-43a1-96d8-76dcf0150005,pharetra magna ac consequat metus sapien ut nunc,8/31/2025,8/31/2025
1c153bba-c4c1-4d6a-98f6-d8a3e65de6b3,39d63ed6-c6ed-418b-be83-3bc508320d61,justo,8/31/2025,8/31/2025
a3e1bc5d-7f41-41cc-80c6-0bcf011cb2eb,deb97374-319a-47f4-b8cc-ba6f050ee335,rutrum nulla tellus in sagittis dui vel nisl,8/31/2025,8/31/2025
ec0a6f81-fcd2-4b3d-95cc-0c2390c23279,275e945e-44ea-44c2-9e77-a191c7e797d0,non sodales sed tincidunt,8/31/2025,8/31/2025
81f1fbf0-c107-4e90-a9ee-992caa12f5bf,d9701746-b437-4ba1-9192-7c1e3abaa58f,orci nullam molestie nibh in lectus pellentesque at,8/31/2025,8/31/2025
ae7f7b90-800c-4056-808e-47596dc6a6cc,8ac55e15-f6ba-40ca-921f-9bddf169d8f8,sapien arcu sed augue aliquam erat volutpat,8/31/2025,8/31/2025
710eed65-9a97-4d8e-beba-041dcc5f7356,a98b3f6f-c02e-4527-86a7-075adc9c0dc5,metus arcu adipiscing molestie hendrerit at vulputate,8/31/2025,8/31/2025
64a9ab39-8264-4123-ab04-69d2d5e19938,ca51ac08-d1d3-44f6-a276-a6d29e69ac46,ac tellus semper,8/31/2025,8/31/2025
df424540-4034-46a9-9f96-dbc6d154173f,944ce5c1-cc9b-45e5-af1c-502276dae906,dui,8/31/2025,8/31/2025
9f68da85-b689-4015-b93c-39929a0c2647,50922b86-e645-4462-85ac-97a46ea14706,donec diam neque vestibulum,8/31/2025,8/31/2025
ab94f1b6-f6e1-43a6-8f27-510528cfd888,5cd26c1b-11fe-486d-b4c8-cadb9a5a7b95,nec molestie sed justo,8/31/2025,8/31/2025
242c6f68-f1f0-4a14-a1ec-82a52d6181bc,b5de2636-c795-4155-8aae-83c0189dadcd,non velit donec diam,8/31/2025,8/31/2025
fd306bba-1485-49ab-8d66-8aea3fa5894f,431888e5-504e-4068-b585-653d6eaa1b22,curabitur convallis duis consequat dui nec nisi,8/31/2025,8/31/2025
823d2894-9c28-4810-a8b8-41dfb7faaf4f,60187dbe-288e-4ecb-aaa7-619db63edb42,etiam faucibus cursus urna,8/31/2025,8/31/2025
b9544e85-77a7-45e9-b589-a7b5c2c5b546,0ac85257-a49e-460b-b2bf-7c0d7e0271ec,mauris,8/31/2025,8/31/2025
63085a7b-c3e1-40a4-984c-46d92b4078a5,2f784999-8c56-4182-a7f3-c01c540b4fc2,sem,8/31/2025,8/31/2025
052deec9-0b9d-4ae8-b8dc-8621d4a0df59,d52b0ab8-523f-4fce-98e4-844964e0299e,proin risus praesent lectus vestibulum quam,8/31/2025,8/31/2025
21f2e053-b214-4fbf-a437-8edac57d23f0,3a722cd0-0d98-4c77-b2f3-2d6cac6f0aa4,nulla pede ullamcorper augue a suscipit nulla elit ac,8/31/2025,8/31/2025
e3925c2d-5f8d-4e34-9a0f-fac7d75bcc25,be16f745-90fc-4be6-80f6-d709fc15e7f1,nec sem duis,8/31/2025,8/31/2025
d271128c-1e43-4d80-8e01-10ef378e9030,0127538e-7c28-45a8-ab1d-1231a5948a8e,quis turpis sed ante vivamus tortor duis,8/31/2025,8/31/2025
7eeb565e-204a-433a-916d-09bd21d6e562,dea918a7-f8e2-4eed-93f7-bfb3ede54aae,pede venenatis non sodales sed tincidunt eu felis fusce,8/31/2025,8/31/2025
b2f71f1b-0c8b-4214-a0c4-297530004889,c4489e77-0f93-434c-9abe-10542810939f,sapien placerat ante nulla justo aliquam quis turpis eget,8/31/2025,8/31/2025
e07e928d-a859-4a89-bbd4-5a9bb43a2774,6659f679-9d2a-4237-82cd-f93f8c9f6ca7,ante ipsum primis in,8/31/2025,8/31/2025
09169164-5b60-4c67-bd34-de2f83de03b0,6ae521d2-4b59-4964-ad44-a2b8fbab7241,ipsum,8/31/2025,8/31/2025
f78e87c1-24b4-4d25-8f9a-fbe96d4ed431,7dc594ac-ab88-423f-a4d1-4d38586d2a7c,lobortis ligula sit amet eleifend pede libero,8/31/2025,8/31/2025
96d594da-ae89-4d89-bc73-2d07cc785f77,1976c098-cb7c-4f51-a137-45f2caa20012,at vulputate vitae nisl aenean,8/31/2025,8/31/2025
43cfc829-12df-4493-b9fe-ff225c9f6396,fd6f58c8-535e-4b9b-b596-fb2dfcd65f3a,morbi porttitor lorem id ligula suspendisse ornare consequat lectus in,8/31/2025,8/31/2025
0a708f4e-9e03-475f-8094-cade48a069b5,f6cb1a33-047d-43b7-adb8-1824d7e38eac,ullamcorper augue a suscipit nulla elit ac,8/31/2025,8/31/2025
e9d02fc7-ad32-484f-b5aa-d42794abfa5d,d41d2655-ebbf-4260-9053-42873e2e2f02,mattis egestas metus,8/31/2025,8/31/2025
68756edb-2c9c-48cc-9db9-23e430c10256,1fe73f3f-4804-45fc-ab32-b0ec595b0ba4,luctus cum sociis natoque,8/31/2025,8/31/2025
cd9b52ab-9fa2-413f-95e7-95832f152c20,30593e49-7e61-42d0-b485-09854fa878e3,in faucibus orci luctus et ultrices posuere cubilia curae nulla,8/31/2025,8/31/2025
a6a63bb7-8ee5-4a1f-8f9f-8834423cc33c,468e3cd1-9c9a-4128-8f21-81bd8f9ad206,augue vestibulum ante ipsum primis in faucibus orci luctus,8/31/2025,8/31/2025
79ba8bac-9df2-48c1-aa64-e0f97de10548,6b664f07-2843-4f7d-b3df-b4b217ac4cc9,nulla justo aliquam quis turpis,8/31/2025,8/31/2025
ca6e453c-b8dc-42d7-9de6-96b0994b5c30,e9bc8ac0-954e-4219-a818-94c83ac534b9,nulla tempus vivamus in felis eu sapien cursus vestibulum,8/31/2025,8/31/2025
