uuid,user_id,title,description,poll_type,poll_category,created_at,updated_at
569fffc4-808c-460a-8373-51d45ea7ecde,6c4fa1c1-6340-4fd8-8f02-05bbd3bb0472,aenean auctor gravida sem praesent id,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
4c2d510f-0583-4724-829f-27346837f5b2,c1f560b7-b463-4175-9a47-8cc6670e5e74,orci pede venenatis non sodales sed tincidunt,vitae nisl aenean lectus pellentesque eget nunc donec quis orci,SINGLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
70c3a994-4d12-4ed5-96b5-f8daf57a47c2,bb92144d-cfa1-42d6-8663-7f191f9ca57d,pede morbi porttitor lorem id ligula suspendisse ornare consequat,tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ee7751f0-1a8e-4725-84ab-b6eed72f3116,960687fe-cf12-4f4e-bd53-ad4b867f902c,in quam fringilla rhoncus mauris enim leo rhoncus,ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
d0143115-77fd-43e7-aa9c-3a0e4f50cf37,66f9523e-42b3-4749-b35f-e7ab9cae27a3,pretium quis lectus suspendisse potenti in eleifend quam a,convallis eget eleifend luctus ultricies eu nibh quisque id justo,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0553116c-fcc0-4e53-980b-7f2fc0bde0e2,8bb4c98d-b476-4800-8a7a-84e81af08615,sapien cursus vestibulum proin eu mi nulla ac,blandit nam nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
937cf1eb-841c-4d11-8746-557b9d121fc1,9b0ef405-b8ef-418d-b6f0-c466d8b50178,congue diam id ornare imperdiet sapien,phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan,SINGLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
803df004-eb6c-4cb7-a4e5-a2a6c1e633dd,7c8e995f-1800-4c84-9e4e-0f2176b1db01,nulla eget eros elementum pellentesque quisque porta volutpat,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi cras non,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
1250f09d-21b2-4b11-9f27-61d8901f4436,7be4b9c6-e15b-49ae-92a3-e1d9b45bcb49,lobortis ligula sit amet eleifend pede libero quis orci,vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ca0ac376-ef4a-46b1-bb4d-3f96650c271f,0a5bc8ed-dde9-4666-9ab8-d39b45328ce6,curabitur gravida nisi at nibh in hac,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
1b631656-b282-4011-aac3-a7afdbec2b5e,8e5346ab-120d-4a25-a8a9-e6749c3df662,duis at velit eu est congue elementum in hac,nam dui proin leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c6a28d7d-eb3e-47fd-b5a4-4a6085e40d85,7fb6579c-a22c-4fc3-9b88-bb5da9daa252,lobortis sapien sapien non mi,gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0b51024d-dbe8-454f-ab41-d17d7cf3883f,6c883bc0-c7e0-4455-bb64-193fcd8af551,urna pretium nisl ut volutpat sapien arcu sed,nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
95537935-cb7f-4fea-8413-228d6259fc9a,2f72d410-c110-4496-ba7c-e152f6187324,cursus id turpis integer aliquet massa id lobortis convallis tortor,id turpis integer aliquet massa id lobortis convallis tortor risus,MULTIPLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
99751219-6590-472c-ac21-853e668ecaf1,d1f184fd-0ff8-4a0e-b553-4536d9b51069,dolor vel est donec odio justo sollicitudin ut suscipit,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ebfeb358-6f4c-4a03-bc03-49753f99b42b,aacfbc49-c78e-4cf4-8b1c-ffc108d85558,dui vel nisl duis ac nibh fusce lacus purus aliquet,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
1e9baf60-6254-41c9-9c68-acacc8aa2d6a,943504d4-96b3-4463-9dd1-7572ae5a03d3,eu magna vulputate luctus cum,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cbdd38b7-aeda-4fbf-a9a0-495ce0238428,14bf5edc-6f49-4a69-8030-12edc189cdfe,vestibulum quam sapien varius ut blandit non,id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
38e3239f-2ecc-4e9e-bf1a-7888d28db4ab,a0d6b726-1b2c-49e4-a2a1-7c806ce49628,arcu sed augue aliquam erat volutpat in congue etiam justo,leo odio porttitor id consequat in consequat ut nulla sed accumsan felis ut at,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
a6b2e322-b300-4a07-a108-8374e6342255,da4ce4a2-8313-429c-8e4e-9a77f735d326,nisl duis ac nibh fusce,consequat lectus in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
e0c2b16c-a61a-4fec-aeca-41929a381a7e,38ed53e6-863a-4fe2-9fd7-9b107c99fb0b,ac nulla sed vel enim sit amet nunc viverra,augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
8299d22d-cf2a-402c-adf4-b8e1cd2d1eac,5bbd40a2-a955-4804-9c2e-33b70037d41d,pellentesque viverra pede ac diam cras,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
be23514f-1fd5-4932-b106-de0456a306e2,678303ef-9f43-4c7e-9c52-21ca617cc86d,ultrices posuere cubilia curae mauris viverra diam vitae,consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
db9ed7eb-5813-43ef-91f0-5e8de1004ac5,3439902d-ac6a-4091-ba8b-27073452546c,risus semper porta volutpat quam pede lobortis ligula sit,ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
169e35e0-2f2c-40fa-bca4-e09225381611,4c0e6bbf-ef99-4189-83c1-65748bc344a7,quis augue luctus tincidunt nulla mollis molestie,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
b51337a5-efca-4968-906d-7e309eeaa9bf,147034e8-1db2-422c-b310-6c319e8e7021,quisque ut erat curabitur gravida nisi at,donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
e54e3e06-8935-4e59-b031-14df07fe1627,324d74ef-053f-401b-bd02-64f186469750,morbi porttitor lorem id ligula suspendisse ornare consequat,tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
4ddc3b04-29cf-45df-b78b-e2ae8c538b81,75f8ef2e-bace-404b-85f8-6c675839c73c,tristique fusce congue diam id,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0c38896c-afed-4bd7-b5ae-5e56c8af17bb,2eccb717-9f2a-4047-b1d2-e8d515937c6d,in lectus pellentesque at nulla,ultrices libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c2fe69c0-9459-4a0c-83d3-e86f3aed2d82,c3109c45-f247-4db9-830c-733763a6a14d,eu sapien cursus vestibulum proin eu,ligula sit amet eleifend pede libero quis orci nullam molestie nibh,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
7183e3a4-4742-4df6-b253-95c4ff0a626a,8c5b84b2-9470-4091-8291-d0984749245f,libero rutrum ac lobortis vel dapibus at,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
601e23eb-e6e7-4d10-82b3-da4ad17208b9,0fa47f3f-c704-47b1-b42a-0e1402f60992,eleifend pede libero quis orci nullam molestie nibh in,platea dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
3ad66e51-c83a-48f6-8499-8f316326d21f,cbf670dd-0b90-4572-af5c-2505362cad02,dapibus augue vel accumsan tellus nisi eu orci mauris lacinia,non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
870d9239-e76a-4a71-8f26-f194c4a0dd8b,446fe260-72b4-4f01-b6ff-371f8efac505,rutrum nulla tellus in sagittis dui vel nisl duis ac,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
92cb2520-a254-4482-b5a1-f7751e56d952,5fb57a32-7eea-4d64-8173-7102986f5c7c,in quis justo maecenas rhoncus aliquam lacus morbi,eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c4e3bbeb-d139-4135-9263-62d4095ea2a7,2465a641-f8d3-40b9-ada8-8cf4026ebc50,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien in sapien iaculis congue,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c3da0c73-c535-4969-9760-0f3e6047e980,88a864e8-9e3a-44f3-bbfe-90ca6cd0afa4,amet turpis elementum ligula vehicula consequat morbi a ipsum,tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
37813fbc-e7de-45f4-8faf-de4ae7f1927d,7fe69a30-96f0-4f61-93b1-a46268ac12be,aenean auctor gravida sem praesent id massa id,vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi ut odio cras mi,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
5222a19c-5282-4da3-87e2-24aaadfe706a,fcc43046-2741-4975-a5b2-1c9c45ba2503,porta volutpat quam pede lobortis ligula sit amet eleifend,curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
967a291f-293a-4ab1-b82f-977d50e3ef35,a4625a36-1b67-400c-80c3-61bc0bc49457,volutpat erat quisque erat eros viverra eget congue eget,donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
657f39a2-71d1-4c15-8266-a431e1a7dec5,34a12b21-a06c-4a91-bc3b-aafc5e0b1614,elit proin interdum mauris non,nibh ligula nec sem duis aliquam convallis nunc proin at turpis a,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
f2902d0f-d725-45ae-93d9-d102443bea19,7645cea8-97a4-40f4-9e81-8d0425f274bf,non mi integer ac neque,justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet,MULTIPLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
64122d3e-bd80-45a4-8d8a-d7fba29cd64f,d956e8f0-3deb-49e2-a004-a7c09a7e7787,odio in hac habitasse platea dictumst maecenas ut massa,odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
97fe05ae-a43a-41ce-b597-8430ab6b2eba,a7ae469a-a373-42a8-a8db-1a94769f8108,amet turpis elementum ligula vehicula,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit,SINGLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
82a1ee0a-46dd-40ae-a1d6-c64befad648b,75dbb6f6-93f2-43d2-85db-9b57eddfb9d3,vel enim sit amet nunc viverra,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
1ede8c19-07aa-41ea-84ea-f37a5d954b42,4e778fd0-fd06-4a5d-9925-e4bb14d3b74e,vehicula consequat morbi a ipsum integer a nibh in quis,justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus,SINGLE_CHOICE,EVENTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
5b229229-bd5e-47ba-90cb-e96698547284,3897cb8e-489f-40c3-b32a-9195a0a79351,ultrices posuere cubilia curae nulla dapibus dolor,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
cb1cdb78-531a-4135-9a6d-7832d73e01da,d0d5cf62-1cba-45a7-847c-67f6659a208e,lobortis ligula sit amet eleifend pede libero quis orci,eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
c3dd8905-807e-49f9-ba4b-cbc3fb5d8fa5,fb0f1d01-d1b1-47bf-b8f7-e7dc5382cf53,consequat dui nec nisi volutpat eleifend,cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
fd277c9c-3d6e-4e9e-8535-f6dd9c98bfd5,96dfba8e-5937-4c87-ad84-36261c105873,volutpat eleifend donec ut dolor morbi vel,maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,MULTIPLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
ec9310c2-ee7c-486a-8d91-d208fb29e5c1,ce54da03-a526-477d-9b54-9f629ebda300,vivamus vestibulum sagittis sapien cum sociis natoque penatibus,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
f01b1217-5638-4136-93e0-485133084465,c87228e5-4a3b-4438-a719-5d69c86b16ab,eros suspendisse accumsan tortor quis turpis sed ante vivamus,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec,MULTIPLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
dc24f306-5841-4fd2-b392-abeade38df47,c2a70895-bb29-48f1-aa32-3ddf2c2ee37a,penatibus et magnis dis parturient montes nascetur ridiculus mus,lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio,SINGLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
5104632d-c088-45a3-bcf6-00ac9af0e127,8b50b8d2-44e6-4566-914d-1c001692bee5,at dolor quis odio consequat varius integer ac leo,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,SINGLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
3de736e6-675f-498e-981c-b56f827ff637,f9366b54-1b7b-439e-9b6e-bbd0a41b66cc,molestie lorem quisque ut erat,semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
0e6a8fd2-8f55-4f3a-a231-2cbea78d2eb4,858716ac-d7df-4c56-86fc-18a6dd94ab38,hendrerit at vulputate vitae nisl aenean,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
2f29413c-a01a-4622-a807-7d79676a18d7,2b0f5013-6b6a-4570-89c0-9d301dca3289,leo maecenas pulvinar lobortis est phasellus sit amet erat,convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
f06068e4-fb45-4fdd-9010-4ca7b75f23ad,c4ee67f8-456d-4034-9acc-cbb1fb7bbb94,non velit nec nisi vulputate,nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu mi nulla ac enim in,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
810ed10f-bd6e-4855-b0ab-32bca3fe0c50,20b344f9-1a44-4ac1-86b5-de81076f9715,aliquam erat volutpat in congue etiam justo,in consequat ut nulla sed accumsan felis ut at dolor,MULTIPLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
24ad84be-971a-4243-846c-6cdc2d75da4b,6cdd1720-02c6-47ba-9994-38638ad5c950,amet nunc viverra dapibus nulla suscipit ligula in,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum,MULTIPLE_CHOICE,EDUCATION,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
b8d7c25c-40dc-4059-86da-5590a3870962,7254a408-07dc-4ea7-9ad5-dd0a1c9d6a14,hac habitasse platea dictumst morbi vestibulum velit,duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,SINGLE_CHOICE,TECHNOLOGY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
6a5cbd7c-2e4e-479a-8641-08fc106735dc,8377bba1-d8a7-46ee-a1df-26a46f748f43,hac habitasse platea dictumst etiam faucibus cursus urna ut,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,MULTIPLE_CHOICE,ENTERTAINMENT,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
5e929432-68ff-4190-bae2-8f09bc4acfbc,84a1a0c8-8508-432a-8749-67d8e6de134d,mollis molestie lorem quisque ut,nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
7c93cafa-ce37-4a38-81f2-8d45bc12f9d0,c4f342cd-980e-4f05-ad53-b3ed9b9c6591,nam dui proin leo odio porttitor id consequat in consequat,quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae,SINGLE_CHOICE,BUSINESS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
17212912-cf49-47e2-a714-482d63e01fed,9a5dffab-417b-4589-b930-7792444be18d,cras mi pede malesuada in imperdiet et,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices,MULTIPLE_CHOICE,COMMUNITY,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
da93a06f-3355-4752-8b4d-ca436f5d14dc,4da3f908-948a-41dd-92ae-6a2c0281f4fa,sociis natoque penatibus et magnis dis parturient montes,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor,SINGLE_CHOICE,LIFESTYLE,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
9edd3310-75f1-46cf-bb45-5cc06ebd576e,8d20a2d6-f03f-4bb2-aa50-955f60f3f638,sollicitudin mi sit amet lobortis sapien,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum,SINGLE_CHOICE,SPORTS,2025-08-31T00:00:00.000,2025-08-31T00:00:00.000
